Date,Low temperature,High temperature,Precipitation
29-Apr-06,-0.5,14.7,0
30-Apr-06,7.8,18.3,0
01-May-06,7.4,19,0
02-May-06,3,19.8,0
03-May-06,3.9,23.3,0
04-May-06,7.9,21.1,0
05-May-06,4.4,15.2,1
06-May-06,0.7,9.9,2.4
07-May-06,-1.1,17.2,0
08-May-06,2.3,21.7,0
09-May-06,6.6,21.2,0
10-May-06,5.8,23.9,0
11-May-06,10.8,16.3,29.2
12-May-06,9.3,13.6,5.6
13-May-06,9.2,17.1,0.2
14-May-06,10.5,16.1,0.2
15-May-06,9.9,15.3,1.8
16-May-06,9.5,14.8,11.8
17-May-06,8.5,19,0.2
18-May-06,6.1,11.9,19.2
19-May-06,6,12.8,0.4
20-May-06,6.2,15,0.2
21-May-06,2.7,10.7,3.2
22-May-06,1.1,7.8,0
23-May-06,2.1,16.1,0
24-May-06,4,22.3,0
25-May-06,13.9,23.5,0
26-May-06,14.2,18.9,4
27-May-06,12.2,24.7,0.2
28-May-06,11.8,27.6,0
29-May-06,20.3,32.7,0
30-May-06,19.1,31.4,0
31-May-06,19.2,27.9,33.8
01-Jun-06,17.1,23.3,0
02-Jun-06,15,22.9,4.2
03-Jun-06,13.3,20.7,3.4
04-Jun-06,12.9,21.2,0
05-Jun-06,11.7,25.1,0
06-Jun-06,11,27.2,0
07-Jun-06,12.9,26.9,0
08-Jun-06,13.1,24.7,8.6
09-Jun-06,8.7,16.6,0
10-Jun-06,7.1,15.1,0
11-Jun-06,6,16.4,0
12-Jun-06,10.9,20.4,0
13-Jun-06,8.7,20.7,0
14-Jun-06,10.2,23.3,0
15-Jun-06,9.6,23.9,0
16-Jun-06,9.7,26.7,0
17-Jun-06,20.7,31.1,0
18-Jun-06,20.7,28.8,0
19-Jun-06,18.2,26.6,3.6
20-Jun-06,12.1,21.4,0.2
21-Jun-06,10.4,22.8,0
22-Jun-06,17.5,27.8,0
23-Jun-06,14.5,24.7,0
24-Jun-06,10.4,25.4,0
25-Jun-06,12.4,26,0
26-Jun-06,17.6,22.6,0
27-Jun-06,17.7,25.6,1
28-Jun-06,15.1,26.2,10.2
29-Jun-06,13.7,21.1,1.4
30-Jun-06,13.7,24.6,0.2
01-Jul-06,15.9,26.6,0.8
02-Jul-06,21.3,28,0.4
03-Jul-06,19.5,28.2,0
04-Jul-06,14.1,26.2,11.2
05-Jul-06,11.4,20.6,0
06-Jul-06,10.1,22.6,0
07-Jul-06,10.5,26.4,0
08-Jul-06,13,26.6,0
09-Jul-06,17.2,26.4,0
10-Jul-06,17.2,22.9,24
11-Jul-06,16.2,26.9,0.4
12-Jul-06,17.8,22,47
13-Jul-06,15.6,29.1,0
14-Jul-06,17,29.5,2.4
15-Jul-06,20,28.7,3
16-Jul-06,19.4,31.5,0
17-Jul-06,20,31.2,0
18-Jul-06,17.2,26.9,0
19-Jul-06,13.9,27.6,0
20-Jul-06,15.9,26.9,26.2
21-Jul-06,18.8,26.8,0
22-Jul-06,15.6,21.9,0
23-Jul-06,12.1,23,18.4
24-Jul-06,12.8,26.2,0
25-Jul-06,20.3,27.5,0.2
26-Jul-06,20.4,26.8,8
27-Jul-06,20.4,28.5,0.8
28-Jul-06,19.9,27.5,9.4
29-Jul-06,21.1,30.2,0
30-Jul-06,18.8,28.1,0
31-Jul-06,20,31.9,0
01-Aug-06,25.3,33.7,0
02-Aug-06,20.9,32.7,12.4
03-Aug-06,17.6,22.1,17
04-Aug-06,14.8,26.9,0.2
05-Aug-06,12.7,26.4,0
06-Aug-06,16.4,27.5,0
07-Aug-06,16.6,26.3,0
08-Aug-06,11.8,23.5,0
09-Aug-06,9.3,25.6,0
10-Aug-06,14.7,25.6,0
11-Aug-06,10.9,22.3,0
12-Aug-06,7.7,23.6,0
13-Aug-06,7.8,24.8,0
14-Aug-06,12.2,24.2,7
15-Aug-06,13.5,23.1,0.2
16-Aug-06,11.9,24.8,0
17-Aug-06,10.3,25.4,0
18-Aug-06,15,28.5,0
19-Aug-06,19.4,23.4,4.8
20-Aug-06,13.2,20.5,0.2
21-Aug-06,10.4,24.6,0.2
22-Aug-06,12.7,25,0
23-Aug-06,11.2,24.7,0
24-Aug-06,14.6,21.9,0
25-Aug-06,15.3,17.9,8
26-Aug-06,14.7,20.8,1
27-Aug-06,17.1,25.1,0.2
28-Aug-06,15.4,22.9,0.8
29-Aug-06,14.9,23.8,0.4
30-Aug-06,12.1,22.3,0
31-Aug-06,10.3,20.2,0
01-Sep-06,10.9,22,0
02-Sep-06,12.4,16.9,8.8
03-Sep-06,11.5,16.8,4
04-Sep-06,12.1,20.6,0.2
05-Sep-06,12.1,20.4,0
06-Sep-06,12.5,22.9,0
07-Sep-06,9.3,23.3,0
08-Sep-06,15.2,25.7,0.2
09-Sep-06,7.5,17.2,0.8
10-Sep-06,6.1,16.6,0.2
11-Sep-06,8,16.8,0
12-Sep-06,13.8,15.7,15.2
13-Sep-06,14.9,22.8,14.4
14-Sep-06,14.7,18,0.2
15-Sep-06,11.4,19.6,0.4
16-Sep-06,9.9,20.4,0
17-Sep-06,12.7,23.4,0.2
18-Sep-06,13,22.2,23
19-Sep-06,11.6,16.3,0.2
20-Sep-06,7.4,12.9,0.4
21-Sep-06,5.9,16.1,0.4
22-Sep-06,4.4,16.2,1.4
23-Sep-06,15.4,22.6,10.6
24-Sep-06,9.7,18.9,5
25-Sep-06,6.7,17.3,0.4
26-Sep-06,7.6,17.8,0.2
27-Sep-06,9.7,21.3,19.4
28-Sep-06,4.8,12.1,0
29-Sep-06,2.3,12.1,0
30-Sep-06,7.6,12.1,11.6
01-Oct-06,5.2,15.3,0.2
02-Oct-06,4.1,20.8,0
03-Oct-06,14.1,22.6,3.4
04-Oct-06,6.3,18.9,23.8
05-Oct-06,2.2,12,0
06-Oct-06,1.3,13.9,0
07-Oct-06,-0.2,17.9,0.2
08-Oct-06,1.3,21,0
09-Oct-06,9,18.4,0.2
10-Oct-06,8.4,16.5,1.4
11-Oct-06,8.4,16.7,20.8
12-Oct-06,-0.6,8.5,0.8
13-Oct-06,-0.3,4.8,1.2
14-Oct-06,2.1,7.1,1.8
15-Oct-06,1.1,10,0
16-Oct-06,-1.1,14.3,0
17-Oct-06,8.3,13.9,27.2
18-Oct-06,10,14.8,0
19-Oct-06,2.3,13.6,6.6
20-Oct-06,1.9,7.2,0.4
21-Oct-06,2.2,8.6,0
22-Oct-06,2.4,9.9,10.8
23-Oct-06,0.9,5.2,0.2
24-Oct-06,0.9,6.2,0.6
25-Oct-06,1.8,6.3,0
26-Oct-06,0,6.3,0
27-Oct-06,0,4.2,14.6
28-Oct-06,1.2,4.5,10.6
29-Oct-06,0.5,5.2,5.8
30-Oct-06,1.2,15.3,0
31-Oct-06,2.6,14.3,0.8
01-Nov-06,-1.6,6.2,0
02-Nov-06,-2.6,1.5,0
03-Nov-06,-2.5,2,0.6
04-Nov-06,-3.7,3.7,0
05-Nov-06,2.6,9.6,0
06-Nov-06,-2.1,14.1,0
07-Nov-06,6.8,9.6,10.8
08-Nov-06,7.1,12,0.4
09-Nov-06,4.6,14.9,0
10-Nov-06,3.1,6.9,0
11-Nov-06,0.9,5.4,5.6
12-Nov-06,-0.4,1.8,0
13-Nov-06,1.4,4.2,0.2
14-Nov-06,3.5,5,0
15-Nov-06,1,9,4
16-Nov-06,4.3,12,21.6
17-Nov-06,1.7,4.1,2
18-Nov-06,-1.4,3.7,0
19-Nov-06,-0.7,1.1,0
20-Nov-06,-2,0.4,0
21-Nov-06,-4.7,4.9,0
22-Nov-06,-5.4,7,0.2
23-Nov-06,-2.2,10.8,0
24-Nov-06,-3.6,10.3,0
25-Nov-06,-3.4,12.8,0
26-Nov-06,6.5,13.3,0.2
27-Nov-06,6.6,13.1,0
28-Nov-06,4.9,10.6,0
29-Nov-06,5.1,15,1.2
30-Nov-06,0.9,14.9,21.8
01-Dec-06,-1.1,4.2,35.1
02-Dec-06,-2.5,0.1,0.4
03-Dec-06,-6.3,-1.5,0.3
04-Dec-06,-7.1,-3.6,1.6
05-Dec-06,-8.7,-2.8,0.5
06-Dec-06,-4.1,2.1,5.3
07-Dec-06,-15.4,-1.6,1.5
08-Dec-06,-15.5,-3.9,1.1
09-Dec-06,-6.4,0.6,0.3
10-Dec-06,-1.5,5.9,0.2
11-Dec-06,1.7,4.1,1.1
12-Dec-06,3.1,8.6,1.7
13-Dec-06,0,7.2,6.7
14-Dec-06,1.5,9.7,0.1
15-Dec-06,0.9,7.7,0.2
16-Dec-06,-1.2,5.6,0.1
17-Dec-06,4.1,10.1,0
18-Dec-06,-0.3,4.9,0
19-Dec-06,-1.9,1.4,0
20-Dec-06,-1.4,5.5,0.1
21-Dec-06,-1,5.3,0
22-Dec-06,2,8.5,17.3
23-Dec-06,2,8.1,1.4
24-Dec-06,-0.5,4.2,0.1
25-Dec-06,-0.2,2.7,1.5
26-Dec-06,-2.1,2.8,1.7
27-Dec-06,-1.9,0.7,0.2
28-Dec-06,0.3,2.6,0.1
29-Dec-06,-2.9,0.7,0
30-Dec-06,-3.3,1.2,0.4
31-Dec-06,-3.4,4.9,7.4
