Date,Low temperature,High temperature,Precipitation
21-Mar-12,10.0,26.4,0.0
22-Mar-12,11.0,26.4,0.1
23-Mar-12,12.8,17.6,0.2
24-Mar-12,6.1,12.7,0.3
25-Mar-12,2.1,16.7,0.8
26-Mar-12,-4.0,2.7,0.0
27-Mar-12,-7.2,6.9,0.0
28-Mar-12,2.9,17.0,0.0
29-Mar-12,-2.5,3.2,0.0
30-Mar-12,-5.2,3.7,0.8
31-Mar-12,-1.3,7.9,0.1
01-Apr-12,2.6,4.8,2.7
02-Apr-12,-1.1,12.0,0.0
03-Apr-12,-3.2,13.8,0.0
04-Apr-12,0.3,10.6,0.0
05-Apr-12,-1.7,7.5,0.0
06-Apr-12,-2.6,11.8,0.0
07-Apr-12,-2.5,15.1,0.0
08-Apr-12,-1.7,11.6,0.1
09-Apr-12,1.5,10.6,0.5
10-Apr-12,0.8,5.3,0.0
11-Apr-12,-0.1,7.6,0.0
12-Apr-12,-2.2,9.8,0.0
13-Apr-12,-3.9,15.1,0.0
14-Apr-12,0.8,14.7,0.0
15-Apr-12,11.3,19.3,4.9
16-Apr-12,7.1,23.0,0.3
17-Apr-12,-0.5,8.2,0.0
18-Apr-12,-3.5,13.9,0.0
19-Apr-12,4.2,20.8,0.0
20-Apr-12,3.4,21.9,3.0
21-Apr-12,1.6,5.4,4.0
22-Apr-12,1.6,10.8,0.0
23-Apr-12,1.2,6.4,1.5
24-Apr-12,0.5,6.5,3.1
25-Apr-12,-1.0,14.1,0.0
26-Apr-12,1.5,10.9,0.4
27-Apr-12,-1.3,6.7,0.0
28-Apr-12,-4.6,9.8,0.0
29-Apr-12,-3.9,14.2,0.0
30-Apr-12,-0.1,8.0,8.4
01-May-12,4.8,11.3,0.3
02-May-12,5.1,20.4,0.9
03-May-12,8.4,28.2,9.8
04-May-12,13.6,22.5,0.3
05-May-12,7.6,17.1,0.0
06-May-12,4.6,20.4,0.0
07-May-12,11.8,14.9,0.0
08-May-12,11.0,17.1,5.3
09-May-12,6.9,17.1,2.3
10-May-12,6.7,13.9,0.2
11-May-12,5.5,20.6,0.0
12-May-12,10.9,23.8,0.2
13-May-12,8.6,21.3,1.1
14-May-12,4.2,23.6,0.6
15-May-12,5.7,24.8,0.0
16-May-12,3.8,16.8,3.8
17-May-12,1.5,17.9,0.3
18-May-12,3.8,22.1,0.0
19-May-12,6.3,29.8,0.0
20-May-12,10.3,30.4,0.0
21-May-12,12.2,28.8,0.0
22-May-12,9.8,24.1,0.3
23-May-12,14.6,24.9,0.0
24-May-12,11.5,27.1,0.0
25-May-12,14.5,29.0,0.0
26-May-12,14.9,24.5,0.0
27-May-12,12.9,24.2,0.0
28-May-12,16.0,31.7,0.0
29-May-12,16.6,25.9,2.7
30-May-12,9.4,20.5,0.0
31-May-12,6.0,18.3,0.6
01-Jun-12,10.7,14.0,56.7
02-Jun-12,8.6,17.5,3.8
03-Jun-12,9.0,17.8,1.5
04-Jun-12,8.1,17.3,0.5
05-Jun-12,8.3,20.4,0.9
06-Jun-12,9.7,21.8,5.4
07-Jun-12,10.2,24.6,0.1
08-Jun-12,11.8,25.9,1.5
09-Jun-12,16.3,23.9,16.4
10-Jun-12,14.7,30.9,1.7
11-Jun-12,16.0,28.3,0.6
12-Jun-12,9.6,24.5,4.1
13-Jun-12,7.1,20.4,1.2
14-Jun-12,8.1,22.3,0.0
15-Jun-12,10.8,26.6,0.0
16-Jun-12,13.7,27.2,0.0
17-Jun-12,17.6,25.1,0.0
18-Jun-12,18.8,26.8,1.3
19-Jun-12,21.7,31.7,0.3
20-Jun-12,23.5,31.6,0.0
21-Jun-12,19.0,31.6,2.4
22-Jun-12,15.4,24.3,2.0
23-Jun-12,11.7,25.7,1.3
24-Jun-12,12.7,24.1,4.6
25-Jun-12,12.2,18.9,1.0
26-Jun-12,10.9,24.0,0.0
27-Jun-12,11.0,27.0,0.5
28-Jun-12,14.0,32.5,0.0
29-Jun-12,20.0,29.1,0.0
30-Jun-12,18.0,30.7,0.0
01-Jul-12,15.5,27.4,0.0
02-Jul-12,12.6,29.8,0.0
03-Jul-12,17.0,28.3,0.0
04-Jul-12,20.0,32.8,0.0
05-Jul-12,17.1,31.4,0.2
06-Jul-12,19.4,32.9,0.0
07-Jul-12,18.0,29.0,0.0
08-Jul-12,14.7,27.2,0.0
09-Jul-12,11.4,27.3,0.2
10-Jul-12,12.3,27.3,0.0
11-Jul-12,11.4,28.9,0.1
12-Jul-12,11.7,30.7,0.0
13-Jul-12,15.2,31.9,0.6
14-Jul-12,17.9,29.1,1.5
15-Jul-12,20.2,28.3,10.8
16-Jul-12,18.2,31.3,1.4
17-Jul-12,22.3,34.0,0.0
18-Jul-12,18.6,29.2,0.4
19-Jul-12,15.9,21.2,0.6
20-Jul-12,13.5,25.6,1.4
21-Jul-12,10.3,28.1,0.3
22-Jul-12,19.0,30.7,0.3
23-Jul-12,21.8,32.8,0.0
24-Jul-12,16.0,26.0,0.0
25-Jul-12,12.2,26.8,0.0
26-Jul-12,19.0,26.2,18.7
27-Jul-12,18.2,26.3,0.1
28-Jul-12,16.5,27.4,0.3
29-Jul-12,12.2,28.9,0.6
30-Jul-12,13.0,28.6,0.0
31-Jul-12,17.9,29.3,0.0
01-Aug-12,17.3,28.0,2.7
02-Aug-12,14.9,28.1,0.0
03-Aug-12,18.9,32.7,1.0
04-Aug-12,20.3,32.4,0.0
05-Aug-12,15.8,26.7,2.7
06-Aug-12,13.5,26.6,0.4
07-Aug-12,15.7,28.7,0.0
08-Aug-12,17.1,29.2,0.5
09-Aug-12,16.6,19.0,5.9
10-Aug-12,16.7,23.7,15.0
11-Aug-12,16.2,21.5,7.2
12-Aug-12,16.1,23.8,0.2
13-Aug-12,16.3,25.9,0.9
14-Aug-12,14.5,21.5,2.9
15-Aug-12,12.0,26.1,1.7
16-Aug-12,12.4,26.5,0.0
17-Aug-12,11.9,21.6,2.3
18-Aug-12,8.3,22.8,1.9
19-Aug-12,9.7,23.6,0.0
20-Aug-12,9.8,21.5,0.0
21-Aug-12,7.7,24.5,0.0
22-Aug-12,10.7,26.5,0.0
23-Aug-12,14.5,28.2,0.0
24-Aug-12,12.0,29.3,0.0
25-Aug-12,13.6,30.7,0.0
26-Aug-12,17.8,28.4,0.0
27-Aug-12,18.0,26.1,1.0
28-Aug-12,11.3,24.8,0.2
29-Aug-12,8.3,24.0,1.5
30-Aug-12,11.0,28.3,0.0
31-Aug-12,18.6,30.3,0.0
01-Sep-12,12.9,28.1,1.2
02-Sep-12,11.6,27.9,0.1
03-Sep-12,12.1,29.4,0.0
04-Sep-12,16.0,22.0,39.5
05-Sep-12,14.3,28.0,3.1
06-Sep-12,14.9,27.1,0.5
07-Sep-12,13.7,26.3,1.7
08-Sep-12,13.1,19.3,21.7
09-Sep-12,9.1,18.0,0.4
10-Sep-12,6.9,20.2,1.5
11-Sep-12,7.5,23.5,0.0
12-Sep-12,15.0,25.9,0.0
13-Sep-12,15.5,27.5,0.0
14-Sep-12,10.1,17.7,10.6
15-Sep-12,7.1,17.9,0.4
16-Sep-12,6.3,23.8,1.6
17-Sep-12,14.4,22.5,0.0
18-Sep-12,7.8,17.5,23.3
19-Sep-12,5.5,15.5,0.0
20-Sep-12,10.9,15.7,2.3
21-Sep-12,7.8,19.0,1.3
22-Sep-12,7.7,14.2,5.6
23-Sep-12,5.6,12.5,0.0
24-Sep-12,4.2,13.9,0.0
25-Sep-12,9.7,20.1,0.0
26-Sep-12,6.3,16.7,0.0
27-Sep-12,2.4,16.4,0.0
28-Sep-12,2.2,17.8,0.0
29-Sep-12,5.0,17.1,4.5
30-Sep-12,8.0,16.4,1.3
01-Oct-12,7.7,17.1,0.0
02-Oct-12,7.5,19.4,0.0
03-Oct-12,14.1,21.7,0.3
04-Oct-12,13.5,21.9,0.0
05-Oct-12,8.0,17.7,5.6
06-Oct-12,5.4,9.2,0.0
07-Oct-12,1.0,7.2,4.5
08-Oct-12,1.1,11.1,0.0
09-Oct-12,2.1,12.5,0.0
10-Oct-12,3.3,10.5,2.8
11-Oct-12,0.7,12.0,1.7
12-Oct-12,-2.1,8.2,0.1
13-Oct-12,-3.5,12.7,11.2
14-Oct-12,12.9,19.7,19.5
15-Oct-12,6.0,17.6,0.7
16-Oct-12,3.0,10.1,0.2
17-Oct-12,4.4,19.6,3.3
18-Oct-12,9.0,17.1,0.0
19-Oct-12,7.2,13.7,0.9
20-Oct-12,5.6,9.8,5.9
21-Oct-12,4.4,13.5,0.3
22-Oct-12,3.8,19.1,5.0
23-Oct-12,8.2,12.3,29.6
24-Oct-12,8.1,11.8,0.7
25-Oct-12,10.6,23.6,0.0
26-Oct-12,4.8,17.4,9.9
27-Oct-12,2.9,6.5,20.9
28-Oct-12,1.6,4.8,9.0
29-Oct-12,1.9,3.7,12.9
30-Oct-12,3.0,9.9,4.8
31-Oct-12,5.1,7.9,6.4
01-Nov-12,3.5,5.4,0.5
02-Nov-12,0.5,4.2,0.0
03-Nov-12,-0.1,3.2,0.0
04-Nov-12,-0.6,2.1,0.0
05-Nov-12,-1.9,0.6,0.0
06-Nov-12,-3.3,1.5,0.0
07-Nov-12,-4.2,4.5,0.0
08-Nov-12,-6.5,5.8,0.0
09-Nov-12,-0.4,7.1,0.0
10-Nov-12,2.4,7.7,0.1
11-Nov-12,5.6,16.5,0.1
12-Nov-12,1.3,16.4,12.3
13-Nov-12,-0.7,1.2,0.0
14-Nov-12,-2.9,3.7,0.0
15-Nov-12,-3.1,6.1,0.0
16-Nov-12,-4.7,8.6,0.0
17-Nov-12,-2.9,9.5,0.0
18-Nov-12,0.5,9.8,0.0
19-Nov-12,0.1,8.9,0.0
20-Nov-12,-1.2,9.5,0.0
21-Nov-12,-2.7,12.1,0.0
22-Nov-12,1.5,13.5,0.0
23-Nov-12,-1.2,11.0,2.7
24-Nov-12,-2.8,-0.2,4.3
25-Nov-12,-3.4,0.0,0.3
26-Nov-12,-1.7,0.2,0.1
27-Nov-12,-3.4,0.4,0.0
28-Nov-12,-4.5,1.8,0.0
29-Nov-12,-3.1,4.6,0.0
30-Nov-12,-6.2,0.6,2.1
01-Dec-12,-5.4,3.4,0.0
02-Dec-12,3.6,10.6,25.6
03-Dec-12,4.8,10.7,0.0
04-Dec-12,4.7,14.7,7.2
05-Dec-12,-6.5,4.5,0.6
06-Dec-12,-7.4,0.3,0.0
07-Dec-12,-1.1,4.6,0.2
08-Dec-12,-1.1,3.4,4.1
09-Dec-12,-3.2,1.4,2.8
10-Dec-12,-2.3,4.3,2.8
11-Dec-12,-4.5,-0.8,0.3
12-Dec-12,-2.8,2.0,0.3
13-Dec-12,-3.0,4.8,0.0
14-Dec-12,-3.4,4.4,0.0
15-Dec-12,-4.1,2.9,0.2
16-Dec-12,2.4,9.0,7.0
17-Dec-12,3.1,6.9,0.2
18-Dec-12,-0.7,4.5,0.4
19-Dec-12,-3.4,3.4,0.0
20-Dec-12,-4.5,4.6,11.9
21-Dec-12,-2.5,4.6,3.5
22-Dec-12,-2.9,-0.6,0.5
23-Dec-12,-3.2,0.3,0.0
24-Dec-12,-3.7,-1.4,0.0
25-Dec-12,-2.9,-0.2,0.0
26-Dec-12,-7.3,-2.6,5.8
27-Dec-12,-6.9,-2.1,4.2
28-Dec-12,-11.6,-2.3,0.0
29-Dec-12,-9.3,-3.9,3.7
30-Dec-12,-7.8,-3.0,0.5
31-Dec-12,-7.7,-0.8,0.2
